#TYPE System.Management.Automation.PSCustomObject
"Name","Quality","Rarity","Slot","Hero","Availibility","Descriptor","Link"
"International 2017 Battle Point Tribute - 250 Tokens","Standard"," Common"," N/A"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795616982"
"ff of Gun-Yu","Standard"," Immortal"," Weapon"," Monkey King"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795629884"
"ff of Gun-Yu","Standard"," Immortal"," Weapon"," Monkey King"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11132112022"
"Taunt: Xylobones","Standard"," Rare"," Taunt"," Clinkz"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795155293"
"Taunt: Xylobones","Standard"," Rare"," Taunt"," Clinkz"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795644494"
"wine Helmet","Standard"," Legendary"," Shoulder"," Techies"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11105570267"
"wine Helmet","Standard"," Legendary"," Shoulder"," Techies"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11105569020"
"Profane Union","Standard"," Immortal"," Back"," Lifestealer"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795601495"
"Profane Union","Standard"," Immortal"," Back"," Lifestealer"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10794954945"
"hifty Minnow","Standard"," Mythical"," Ward"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207693794"
"hifty Minnow","Standard"," Mythical"," Ward"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11810187941"
"The International 2017 Cursor Pack","Standard"," Mythical"," Cursor Pack"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10794954830"
"The International 2017 Cursor Pack","Standard"," Mythical"," Cursor Pack"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10794954823"
"Wyrmwrought Flare","Standard"," Immortal"," Belt"," Lina"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11132124496"
"Wyrmwrought Flare","Standard"," Immortal"," Belt"," Lina"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10795657423"
"easonal Terrain - Spring","Standard"," Battle Pass Access"," Terrain"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10794954883"
"easonal Terrain - Spring","Standard"," Battle Pass Access"," Terrain"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10470067806"
"Mantle of the Blackguard Magus","Infused"," Mythical"," Shoulder"," Invoker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9932703999"
"Mantle of the Blackguard Magus","Infused"," Mythical"," Shoulder"," Invoker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9906355108"
"Diadem of the Elder Myth","Infused"," Mythical"," Head"," Winter Wyvern"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9906363316"
"Diadem of the Elder Myth","Infused"," Mythical"," Head"," Winter Wyvern"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9896641702"
"Mantle of the Truebark Adherent","Infused"," Mythical"," Shoulder"," Nature's Prophet"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9895646040"
"Mantle of the Truebark Adherent","Infused"," Mythical"," Shoulder"," Nature's Prophet"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976702817"
"Blade of the Fractured Order","Infused"," Mythical"," Weapon"," Meepo"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9881792909"
"Blade of the Fractured Order","Infused"," Mythical"," Weapon"," Meepo"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9880014521"
"hield of the Primeval Predator","Standard"," Mythical"," Back"," Bloodseeker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9880011998"
"hield of the Primeval Predator","Standard"," Mythical"," Back"," Bloodseeker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9880008834"
"Belt of the Primeval Predator","Standard"," Mythical"," Belt"," Bloodseeker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9880008161"
"Belt of the Primeval Predator","Standard"," Mythical"," Belt"," Bloodseeker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9880007606"
"Hell's Usher","Genuine"," Immortal"," Weapon"," Phantom Assassin"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9879683416"
"Hell's Usher","Genuine"," Immortal"," Weapon"," Phantom Assassin"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9879668847"
"Effigy Block of The Fall 2016 Battle Pass Level II","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9879667758"
"Effigy Block of The Fall 2016 Battle Pass Level II","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9879666833"
"ecrow","Standard"," Rare"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9879614164"
"ecrow","Standard"," Rare"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9879607271"
"Fall 2016 Battle Pass Loading Screen II","Standard"," Rare"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9879606048"
"Fall 2016 Battle Pass Loading Screen II","Standard"," Rare"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9879600490"
"Mark of the First Hunt","Standard"," Mythical"," Shoulder"," Bounty Hunter"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9879609356"
"Mark of the First Hunt","Standard"," Mythical"," Shoulder"," Bounty Hunter"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9879596794"
"Spaulders of the Psion Inquisitor","Infused"," Mythical"," Shoulder"," Templar Assassin"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9805134435"
"Spaulders of the Psion Inquisitor","Infused"," Mythical"," Shoulder"," Templar Assassin"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9802538993"
"Trident of the Riptide Raider","Standard"," Mythical"," Weapon"," Monkey King"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976744012"
"Trident of the Riptide Raider","Standard"," Mythical"," Weapon"," Monkey King"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976720142"
"Shield of the Silent Edict","Infused"," Mythical"," Off-Hand"," Silencer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9639588233"
"Shield of the Silent Edict","Infused"," Mythical"," Off-Hand"," Silencer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10998819088"
"houlders of the Silent Edict","Standard"," Mythical"," Shoulder"," Silencer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9639586839"
"houlders of the Silent Edict","Standard"," Mythical"," Shoulder"," Silencer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9639586838"
"Mechalodon Interdictor","Standard"," Mythical"," N/A"," Gyrocopter"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976612348"
"Mechalodon Interdictor","Standard"," Mythical"," N/A"," Gyrocopter"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9553188252"
"Cloth of Lucid Torment","Standard"," Mythical"," Back"," Bane"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9553174470"
"Cloth of Lucid Torment","Standard"," Mythical"," Back"," Bane"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9553161456"
"Loading Screen of Sacred Light","Standard"," Mythical"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9553161283"
"Loading Screen of Sacred Light","Standard"," Mythical"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9553161177"
"Gauntlets of Sacred Light","Standard"," Mythical"," Arms"," Omniknight"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9553160969"
"Gauntlets of Sacred Light","Standard"," Mythical"," Arms"," Omniknight"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9553160895"
"Familiars of Glorious Inspiration","Standard"," Rare"," Summoned Unit"," Invoker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9259756682"
"Familiars of Glorious Inspiration","Standard"," Rare"," Summoned Unit"," Invoker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9259754003"
"Oculopus","Genuine"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9259776394"
"Oculopus","Genuine"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9259769330"
"Watcher of the Virulent Krait","Standard"," Mythical"," Ability 3"," Venomancer"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11001169498"
"Watcher of the Virulent Krait","Standard"," Mythical"," Ability 3"," Venomancer"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9243217839"
"Blistering Shade","Standard"," Immortal"," Arms"," Wraith King"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11039226828"
"Blistering Shade","Standard"," Immortal"," Arms"," Wraith King"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8956509783"
"ormwrought Arbiter Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8926050411"
"ormwrought Arbiter Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8926050410"
"Greatsword of the Stormwrought Arbiter","Standard"," Mythical"," Weapon"," Sven"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8926050409"
"Greatsword of the Stormwrought Arbiter","Standard"," Mythical"," Weapon"," Sven"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8926050408"
"Cape of the Stormwrought Arbiter","Standard"," Mythical"," Back"," Sven"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8926050407"
"Cape of the Stormwrought Arbiter","Standard"," Mythical"," Back"," Sven"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8926050406"
"Holy Words of the Hierophant","Standard"," Common"," Misc"," Omniknight"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8926032074"
"Holy Words of the Hierophant","Standard"," Common"," Misc"," Omniknight"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8925982375"
"The Family Values Arms","Standard"," Mythical"," Arms"," Meepo"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8925982374"
"The Family Values Arms","Standard"," Mythical"," Arms"," Meepo"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8925982373"
"The Family Values Weapon","Standard"," Mythical"," Weapon"," Meepo"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8925982372"
"The Family Values Weapon","Standard"," Mythical"," Weapon"," Meepo"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8925982371"
"The Family Values Shoulders","Standard"," Mythical"," Shoulder"," Meepo"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8925982370"
"The Family Values Shoulders","Standard"," Mythical"," Shoulder"," Meepo"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8925957216"
"Hardened Hunter's Bracer","Standard"," Uncommon"," Arms"," Bounty Hunter"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8925917213"
"Hardened Hunter's Bracer","Standard"," Uncommon"," Arms"," Bounty Hunter"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976604798"
"Guard of the Rekindled Ashes","Standard"," Mythical"," Arms"," Ember Spirit"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8925723036"
"Guard of the Rekindled Ashes","Standard"," Mythical"," Arms"," Ember Spirit"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8925722233"
"Crimson Pique","Standard"," Immortal"," Back"," Weaver"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848166439"
"Crimson Pique","Standard"," Immortal"," Back"," Weaver"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848163568"
"hell of the Umizar Crawler","Standard"," Mythical"," Shoulder"," Slark"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9553156447"
"hell of the Umizar Crawler","Standard"," Mythical"," Shoulder"," Slark"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9260595835"
"Daughters of Hydrophiinae","Standard"," Immortal"," Armor"," Medusa"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8956467053"
"Daughters of Hydrophiinae","Standard"," Immortal"," Armor"," Medusa"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848130265"
"Crown of the Dirgeful Overlord","Standard"," Mythical"," Head"," Undying"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848130264"
"Crown of the Dirgeful Overlord","Standard"," Mythical"," Head"," Undying"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848130263"
"Armor of the Diabolical Fiend","Standard"," Mythical"," Shoulder"," Shadow Fiend"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848129428"
"Armor of the Diabolical Fiend","Standard"," Mythical"," Shoulder"," Shadow Fiend"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848129427"
"Arms of the Diabolical Fiend","Standard"," Mythical"," Arms"," Shadow Fiend"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848129426"
"Arms of the Diabolical Fiend","Standard"," Mythical"," Arms"," Shadow Fiend"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848128687"
"Heir of Terror Bracers","Standard"," Mythical"," Arms"," Bane"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848128686"
"Heir of Terror Bracers","Standard"," Mythical"," Arms"," Bane"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848128685"
"Heir of Terror Wings","Standard"," Mythical"," Shoulder"," Bane"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848128684"
"Heir of Terror Wings","Standard"," Mythical"," Shoulder"," Bane"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848126007"
"Bracers of the Fractured Envoy","Standard"," Mythical"," Arms"," Arc Warden"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848126006"
"Bracers of the Fractured Envoy","Standard"," Mythical"," Arms"," Arc Warden"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848126005"
"Controls of the Fortified Fabricator","Standard"," Mythical"," Back"," Tinker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848125367"
"Controls of the Fortified Fabricator","Standard"," Mythical"," Back"," Tinker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848125366"
"Shoulders of the Fortified Fabricator","Unusual"," Mythical"," Shoulder"," Tinker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848125365"
"Shoulders of the Fortified Fabricator","Unusual"," Mythical"," Shoulder"," Tinker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848125364"
"Ballista of the Fortified Fabricator","Standard"," Mythical"," Off-Hand"," Tinker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848125363"
"Ballista of the Fortified Fabricator","Standard"," Mythical"," Off-Hand"," Tinker"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848124625"
"Wings of the Iceburnt Elegy","Standard"," Mythical"," Back"," Winter Wyvern"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848124624"
"Wings of the Iceburnt Elegy","Standard"," Mythical"," Back"," Winter Wyvern"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848123326"
"Belt of the Wartorn Heavens","Standard"," Mythical"," Belt"," Zeus"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848123325"
"Belt of the Wartorn Heavens","Standard"," Mythical"," Belt"," Zeus"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8956466113"
"Pauldrons of the Wartorn Heavens","Standard"," Mythical"," Back"," Zeus"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848123324"
"Pauldrons of the Wartorn Heavens","Standard"," Mythical"," Back"," Zeus"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848123323"
"Armor of the Dirgeful Overlord","Standard"," Mythical"," Armor"," Undying"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848130262"
"Armor of the Dirgeful Overlord","Standard"," Mythical"," Armor"," Undying"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848129425"
"Heir of Terror Loadin Screen","Standard"," Uncommon"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848128683"
"Heir of Terror Loadin Screen","Standard"," Uncommon"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8926050405"
"Horn of Rising Glory Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10998837306"
"Horn of Rising Glory Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848126004"
"Fortified Fabricator Loading Screen","Standard"," Mythical"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848125362"
"Fortified Fabricator Loading Screen","Standard"," Mythical"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848124623"
"Crown of Tears","Standard"," Immortal"," Head"," Morphling"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8952426722"
"Crown of Tears","Standard"," Immortal"," Head"," Morphling"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848123645"
"Claw of the Umizar Crawler","Standard"," Mythical"," Arms"," Slark"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9553154857"
"Claw of the Umizar Crawler","Standard"," Mythical"," Arms"," Slark"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9553154562"
"houlders of the Rekindled Ashes","Standard"," Mythical"," Shoulder"," Ember Spirit"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8925721131"
"houlders of the Rekindled Ashes","Standard"," Mythical"," Shoulder"," Ember Spirit"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8848123322"
"The Family Values Back","Standard"," Mythical"," Back"," Meepo"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8925982369"
"The Family Values Back","Standard"," Mythical"," Back"," Meepo"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11001109620"
"Donkey Courier","Genuine"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378584"
"Donkey Courier","Genuine"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378566"
"Top Lane","Genuine"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378542"
"Top Lane","Genuine"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8725435171"
"Artificer's Hammer","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8725435111"
"Artificer's Hammer","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8725435095"
"Crown of Sacred Light","Infused"," Mythical"," Head"," Omniknight"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9553146176"
"Crown of Sacred Light","Infused"," Mythical"," Head"," Omniknight"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378527"
"Infesting Legs","Standard"," Common"," Legs"," Weaver"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8931242463"
"Infesting Legs","Standard"," Common"," Legs"," Weaver"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378508"
"Aged Spirit of Tide","Standard"," Mythical"," Gloves"," Kunkka"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9259760651"
"Aged Spirit of Tide","Standard"," Mythical"," Gloves"," Kunkka"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9259752156"
"Mechjaw the Boxhound","Genuine"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9258523323"
"Mechjaw the Boxhound","Genuine"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976599274"
"Terror of the Year Beast","Standard"," Uncommon"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378706"
"Terror of the Year Beast","Standard"," Uncommon"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378685"
"Manta Marauder Loading Screen","Standard"," Mythical"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976580537"
"Manta Marauder Loading Screen","Standard"," Mythical"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378663"
"Effigy Block of The International 2016 III","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8556695632"
"Effigy Block of The International 2016 III","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378655"
"Jade Reckoning","Standard"," Immortal"," Weapon"," Earth Spirit"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8956462322"
"Jade Reckoning","Standard"," Immortal"," Weapon"," Earth Spirit"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378644"
"Tank of the Manta Marauder","Standard"," Mythical"," Shoulder"," Batrider"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976580536"
"Tank of the Manta Marauder","Standard"," Mythical"," Shoulder"," Batrider"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550265595"
"Invokation","Standard"," Uncommon"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378630"
"Invokation","Standard"," Uncommon"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378623"
"Good Day Sir","Standard"," Uncommon"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378594"
"Good Day Sir","Standard"," Uncommon"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550262484"
"Peregrine Flight","Standard"," Immortal"," Weapon"," Windranger"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8762636197"
"Peregrine Flight","Standard"," Immortal"," Weapon"," Windranger"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8911488676"
"Effigy Block of The International 2016 II","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550259584"
"Effigy Block of The International 2016 II","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378497"
"The International 2016 Multikill Banner","Standard"," Mythical"," Multikill Banner"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550259262"
"The International 2016 Multikill Banner","Standard"," Mythical"," Multikill Banner"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9553101428"
"Sweet Toxin Loading Screen","Genuine"," Rare"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378863"
"Sweet Toxin Loading Screen","Genuine"," Rare"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550257817"
"Crack Shot Loading Screen","Genuine"," Rare"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378849"
"Crack Shot Loading Screen","Genuine"," Rare"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550256205"
"Ascendant Skywrath Mage Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550254876"
"Ascendant Skywrath Mage Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550254875"
"Ascendant Tusk Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550254874"
"Ascendant Tusk Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550254873"
"The International 2016 Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550254872"
"The International 2016 Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378828"
"Taunt: Raging Bull","Standard"," Rare"," Taunt"," Spirit Breaker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10470066888"
