#TYPE System.Management.Automation.PSCustomObject
"Name","Quality","Rarity","Slot","Hero","Availibility","Descriptor","Link"
"Diving Helm of the Pressure Regulator","Standard"," Mythical"," Head"," Clockwerk"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11105567688"
"Mane of the Sunwarrior","Standard"," Rare"," Shoulder"," Phantom Lancer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158198"
"Mane of the Sunwarrior","Standard"," Rare"," Shoulder"," Phantom Lancer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207579753"
"Taunt: Chain Break Dance","Standard"," Mythical"," Taunt"," Lifestealer"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207576326"
"Taunt: Chain Break Dance","Standard"," Mythical"," Taunt"," Lifestealer"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158148"
"Mega Greevil Ward","Standard"," Mythical"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297162081"
"Mega Greevil Ward","Standard"," Mythical"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976467937"
"Harpoon of the Pressure Regulator","Standard"," Mythical"," Weapon"," Clockwerk"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976467936"
"Harpoon of the Pressure Regulator","Standard"," Mythical"," Weapon"," Clockwerk"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8298887886"
"pjaw","Standard"," Mythical"," Courier"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297162051"
"pjaw","Standard"," Mythical"," Courier"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976467935"
"Phantom Concord","Standard"," Immortal"," Weapon"," Phantom Lancer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10947471859"
"Phantom Concord","Standard"," Immortal"," Weapon"," Phantom Lancer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10947469586"
"Hellsworn Construct","Base"," Mythical"," Ultimate"," Warlock"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161928"
"Hellsworn Construct","Base"," Mythical"," Ultimate"," Warlock"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207637050"
"Baneful Devotion","Standard"," Immortal"," Head"," Legion Commander"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11809180886"
"Baneful Devotion","Standard"," Immortal"," Head"," Legion Commander"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11569198458"
"Cursed Zealot Carapace","Infused"," Mythical"," Back"," Nyx Assassin"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161801"
"Cursed Zealot Carapace","Infused"," Mythical"," Back"," Nyx Assassin"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9630230582"
"Iceflight Edifice","Standard"," Immortal"," Head"," Winter Wyvern"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11809187879"
"Iceflight Edifice","Standard"," Immortal"," Head"," Winter Wyvern"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161778"
"The Wings of Daybreak","Standard"," Immortal"," Mount"," Keeper of the Light"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207534167"
"The Wings of Daybreak","Standard"," Immortal"," Mount"," Keeper of the Light"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161701"
"paulders of the Dark Conqueror","Standard"," Mythical"," Shoulder"," Chaos Knight"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8770673002"
"paulders of the Dark Conqueror","Standard"," Mythical"," Shoulder"," Chaos Knight"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161692"
"Eye of the Lost Star","Standard"," Mythical"," Back"," Morphling"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161688"
"Eye of the Lost Star","Standard"," Mythical"," Back"," Morphling"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161680"
"Tassets of the Chimera's Rage","Base"," Mythical"," Belt"," Beastmaster"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161671"
"Tassets of the Chimera's Rage","Base"," Mythical"," Belt"," Beastmaster"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161665"
"Gauntlet of the Chimera's Rage","Base"," Mythical"," Arms"," Beastmaster"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161658"
"Gauntlet of the Chimera's Rage","Base"," Mythical"," Arms"," Beastmaster"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161654"
"Helm of the Eldwurm Crest","Standard"," Mythical"," Head"," Dragon Knight"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10914545778"
"Helm of the Eldwurm Crest","Standard"," Mythical"," Head"," Dragon Knight"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9243135874"
"Loading Screen of the Corridan Maestro","Standard"," Mythical"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9630230581"
"Loading Screen of the Corridan Maestro","Standard"," Mythical"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9575958697"
"courge of Twilight's Rest","Standard"," Mythical"," Weapon"," Witch Doctor"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161628"
"courge of Twilight's Rest","Standard"," Mythical"," Weapon"," Witch Doctor"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161623"
"Mask of Twilight's Rest","Standard"," Mythical"," Head"," Witch Doctor"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161620"
"Mask of Twilight's Rest","Standard"," Mythical"," Head"," Witch Doctor"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161606"
"Mantle of the Andestian Sentinel","Standard"," Mythical"," Back"," Slardar"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161594"
"Mantle of the Andestian Sentinel","Standard"," Mythical"," Back"," Slardar"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161588"
"Mace of the Fissured Soul","Infused"," Mythical"," Weapon"," Elder Titan"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161572"
"Mace of the Fissured Soul","Infused"," Mythical"," Weapon"," Elder Titan"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161564"
"Helm of the Fissured Soul","Standard"," Mythical"," Head"," Elder Titan"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161559"
"Helm of the Fissured Soul","Standard"," Mythical"," Head"," Elder Titan"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207526942"
"Bracers of the Fissured Soul","Standard"," Mythical"," Arms"," Elder Titan"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161550"
"Bracers of the Fissured Soul","Standard"," Mythical"," Arms"," Elder Titan"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161545"
"Belt of the Forgotten Tactician","Standard"," Mythical"," Belt"," Dark Seer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161539"
"Belt of the Forgotten Tactician","Standard"," Mythical"," Belt"," Dark Seer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161535"
"Hood of the Forgotten Tactician","Standard"," Mythical"," Head"," Dark Seer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161531"
"Hood of the Forgotten Tactician","Standard"," Mythical"," Head"," Dark Seer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161528"
"Devourling","Standard"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161526"
"Devourling","Standard"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161519"
"Wings of the Manticore","Infused"," Mythical"," Back"," Skywrath Mage"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161509"
"Wings of the Manticore","Infused"," Mythical"," Back"," Skywrath Mage"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207513995"
"Lycosidae's Spiderling","Standard"," Immortal"," Ability 1"," Broodmother"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207513994"
"Lycosidae's Spiderling","Standard"," Immortal"," Ability 1"," Broodmother"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161471"
"Belt of the Proven","Standard"," Mythical"," Belt"," Centaur Warrunner"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161465"
"Belt of the Proven","Standard"," Mythical"," Belt"," Centaur Warrunner"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161462"
"Armor of the Proven","Standard"," Mythical"," Shoulder"," Centaur Warrunner"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161458"
"Armor of the Proven","Standard"," Mythical"," Shoulder"," Centaur Warrunner"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161449"
"Ward of the Phoenix","Standard"," Mythical"," Ward"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161426"
"Ward of the Phoenix","Standard"," Mythical"," Ward"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297224926"
"eekling","Standard"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10913108850"
"eekling","Standard"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10947464073"
"Paraflare Cannon","Inscribed"," Immortal"," Misc"," Clockwerk"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11039125328"
"Paraflare Cannon","Inscribed"," Immortal"," Misc"," Clockwerk"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161366"
"untwood Sanctuary","Standard"," Immortal"," Shoulder"," Treant Protector"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207524084"
"untwood Sanctuary","Standard"," Immortal"," Shoulder"," Treant Protector"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207526941"
"Bellows of Creation","Standard"," Immortal"," Back"," Elder Titan"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207531338"
"Bellows of Creation","Standard"," Immortal"," Back"," Elder Titan"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161351"
"Off-Hand Baton of the Spiteful Eye","Base"," Mythical"," Off-Hand"," Shadow Shaman"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161345"
"Off-Hand Baton of the Spiteful Eye","Base"," Mythical"," Off-Hand"," Shadow Shaman"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161341"
"Sigil of the Spiteful Eye","Base"," Mythical"," Belt"," Shadow Shaman"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161334"
"Sigil of the Spiteful Eye","Base"," Mythical"," Belt"," Shadow Shaman"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161326"
"Glimpse of the Spiteful Eye","Base"," Mythical"," Summoned Unit"," Shadow Shaman"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161322"
"Glimpse of the Spiteful Eye","Base"," Mythical"," Summoned Unit"," Shadow Shaman"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161310"
"Horns of the Spirethorn","Standard"," Mythical"," Head"," Leshrac"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161306"
"Horns of the Spirethorn","Standard"," Mythical"," Head"," Leshrac"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161289"
"Pauldrons of the Spirethorn","Standard"," Mythical"," Back"," Leshrac"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161273"
"Pauldrons of the Spirethorn","Standard"," Mythical"," Back"," Leshrac"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161260"
"Grip of the Drowning Trench","Standard"," Mythical"," Arms"," Tidehunter"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161253"
"Grip of the Drowning Trench","Standard"," Mythical"," Arms"," Tidehunter"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161246"
"cavenging Guttleslug","Standard"," Immortal"," Shoulder"," Pudge"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207534166"
"cavenging Guttleslug","Standard"," Immortal"," Shoulder"," Pudge"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8911480154"
"ff of Gun-Yu","Standard"," Immortal"," Weapon"," Monkey King"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207495909"
"ff of Gun-Yu","Standard"," Immortal"," Weapon"," Monkey King"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11207498881"
"Crest of the Flowering Shade","Infused"," Mythical"," Head"," Spectre"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161228"
"Crest of the Flowering Shade","Infused"," Mythical"," Head"," Spectre"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161220"
"Flow of the Flowering Shade","Standard"," Mythical"," Belt"," Spectre"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161204"
"Flow of the Flowering Shade","Standard"," Mythical"," Belt"," Spectre"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161195"
"Benevolent Companion","Standard"," Arcana"," Head"," Io"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11056026680"
"Benevolent Companion","Standard"," Arcana"," Head"," Io"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10814051471"
"houlder Plate of the Fervent Conscript","Standard"," Mythical"," Shoulder"," Anti-Mage"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10813810998"
"houlder Plate of the Fervent Conscript","Standard"," Mythical"," Shoulder"," Anti-Mage"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10947462538"
"Mei Nei the Jade Rabbit","Standard"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161138"
"Mei Nei the Jade Rabbit","Standard"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161126"
"Wide Angle","Standard"," Mythical"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161123"
"Wide Angle","Standard"," Mythical"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161118"
"Portal","Standard"," Mythical"," HUD Skin"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161110"
"Portal","Standard"," Mythical"," HUD Skin"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161107"
"Whisky the Stout Artifact","Standard"," Immortal"," Back"," Tusk"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10947459278"
"Whisky the Stout Artifact","Standard"," Immortal"," Back"," Tusk"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8911481287"
"Heroes Within Music Pack","Standard"," Mythical"," Music"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161045"
"Heroes Within Music Pack","Standard"," Mythical"," Music"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161039"
"Mega-Kills: Fallout 4","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10947442870"
"Mega-Kills: Fallout 4","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160947"
"Taunt: Chicken!","Standard"," Mythical"," Taunt"," Skywrath Mage"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160943"
"Taunt: Chicken!","Standard"," Mythical"," Taunt"," Skywrath Mage"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160937"
"Direstone","Standard"," Mythical"," HUD Skin"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160893"
"Direstone","Standard"," Mythical"," HUD Skin"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160887"
"Announcer: Fallout 4","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10947442869"
"Announcer: Fallout 4","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10942857625"
"elfret the Snail","Standard"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10942150612"
"elfret the Snail","Standard"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10942155513"
"Weather Harvest","Genuine"," Mythical"," Weather"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160837"
"Weather Harvest","Genuine"," Mythical"," Weather"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160833"
"Weather Pestilence","Genuine"," Mythical"," Weather"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160826"
"Weather Pestilence","Genuine"," Mythical"," Weather"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160796"
"Announcer: Bristleback","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160790"
"Announcer: Bristleback","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160784"
"Weather Rain","Genuine"," Mythical"," Weather"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160746"
"Weather Rain","Genuine"," Mythical"," Weather"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160728"
"Weather Snow","Genuine"," Mythical"," Weather"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160723"
"Weather Snow","Genuine"," Mythical"," Weather"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160697"
"Announcer: The Stanley Parable","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160694"
"Announcer: The Stanley Parable","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160682"
"Mega-Kills: The Stanley Parable","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160673"
"Mega-Kills: The Stanley Parable","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160669"
"Death Ward of the Foreteller's Oath","Standard"," Rare"," Summoned Unit"," Witch Doctor"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10813781133"
"Death Ward of the Foreteller's Oath","Standard"," Rare"," Summoned Unit"," Witch Doctor"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160480"
"Announcer: GLaDOS","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160478"
"Announcer: GLaDOS","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160474"
"Announcer: Storm Spirit","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160468"
"Announcer: Storm Spirit","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160459"
"Announcer: Bastion","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160455"
"Announcer: Bastion","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160448"
"Mega-Kills: Techies","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160435"
"Mega-Kills: Techies","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160421"
"Augury's Guardian","Standard"," Mythical"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160409"
"Augury's Guardian","Standard"," Mythical"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160407"
"Mega-Kills: Trine","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160401"
"Mega-Kills: Trine","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160397"
"Announcer: Juggernaut","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160393"
"Announcer: Juggernaut","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160392"
"Announcer: Trine","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160385"
"Announcer: Trine","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160379"
"Announcer: Pirate Captain","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160375"
"Announcer: Pirate Captain","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160370"
"Mega-Kills: Clockwerk","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160364"
"Mega-Kills: Clockwerk","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160362"
"Announcer: Nature's Prophet","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160353"
"Announcer: Nature's Prophet","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160343"
"Eye of Avernus","Standard"," Mythical"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160298"
"Eye of Avernus","Standard"," Mythical"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160291"
"cientific Curiousity","Standard"," Mythical"," Ward"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160282"
"cientific Curiousity","Standard"," Mythical"," Ward"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160262"
"Echo the Locator","Standard"," Mythical"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160255"
"Echo the Locator","Standard"," Mythical"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160251"
"weep of Black Nihility","Standard"," Mythical"," Tail"," Night Stalker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160229"
"weep of Black Nihility","Standard"," Mythical"," Tail"," Night Stalker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160204"
"Talons of Black Nihility","Standard"," Mythical"," Arms"," Night Stalker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160196"
"Talons of Black Nihility","Standard"," Mythical"," Arms"," Night Stalker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160192"
"Bow of the Beholder","Standard"," Mythical"," Weapon"," Medusa"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160161"
"Bow of the Beholder","Standard"," Mythical"," Weapon"," Medusa"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160036"
"Harmonies of New Bloom Music Pack","Standard"," Mythical"," Music"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160025"
"Harmonies of New Bloom Music Pack","Standard"," Mythical"," Music"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10942135636"
"Master Chocobo","Genuine"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10942142525"
"Master Chocobo","Genuine"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159949"
"Redhoof","Standard"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159943"
"Redhoof","Standard"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159848"
"DAC 2015 Mirana Cursor Pack","Genuine"," Mythical"," Cursor Pack"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159842"
"DAC 2015 Mirana Cursor Pack","Genuine"," Mythical"," Cursor Pack"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159834"
"Fall 2016 Battle Pass Loading Screen I","Standard"," Rare"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9505643626"
"Fall 2016 Battle Pass Loading Screen I","Standard"," Rare"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159796"
